item_id,target_word,target_level,target_POS,tested_sense_desc,condition,foil_type,foil_subtype,review_priority,ljt_eligibility,candidate_id,sentence_text,syntactic_frame,rationale,known_risks,approach_label,llm_draft_version
uvlt_1k_t01_i03,garden,1K,noun,place where things grow outside,appropriate,NA,,routine,eligible,3,Birds sang in the big garden.,SV-PP,garden (outdoor place) forced by 'birds sang in the',,subject-verb-change,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t01_i03,garden,1K,noun,place where things grow outside,inappropriate,a_selectional,a_selectional,routine,eligible,1,Flowers grew in the loud garden.,SV-PP,garden (place) is -audible; adj 'loud' requires +audible modified noun,,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t01_i03,garden,1K,noun,place where things grow outside,inappropriate,a_selectional,a_selectional,routine,eligible,2,She watered the angry front garden.,SVO,garden (place) is -sentient; 'angry' requires +sentient modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t01_i03,garden,1K,noun,place where things grow outside,inappropriate,a_selectional,a_selectional,routine,eligible,3,Birds sang in the asleep garden.,SV-PP,garden is -animate; 'asleep' requires +animate head noun,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i01,eye,1K,noun,body part that sees,appropriate,NA,,careful,careful,1,The baby opened her right eye.,SVO,body-part sense forced by 'right' + 'opened',"careful item: eye is polysemous (needle eye, storm eye). Target preserved.",draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i01,eye,1K,noun,body part that sees,appropriate,NA,,careful,careful,2,The doctor examined my left eye.,SVO,body-part sense forced by 'doctor examined' + 'left',"careful item: eye polysemy (needle, storm). Target preserved.",verb-object-swap,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i01,eye,1K,noun,body part that sees,appropriate,NA,,careful,careful,3,She closed her tired right eye.,SVO,body-part sense forced by 'closed' + 'tired right',careful item: eye polysemy preserved across candidates.,modifier-swap,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i01,eye,1K,noun,body part that sees,inappropriate,b_collocation,b_collocation,careful,careful,1,The baby measured her right eye.,SVO,verb 'measure' + direct obj 'eye' is non-collocate; 'open/close/rub/shut eye' standard,"careful item: eye is polysemous (needle eye, storm eye). Target preserved.",draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i01,eye,1K,noun,body part that sees,inappropriate,b_collocation,b_collocation,careful,careful,2,The doctor examined my musical eye.,SVO,'musical eye' is not a COCA collocate for body-part sense (left/right/tired/sore/bright standard); target eye preserved,careful item: 'musical eye' has no storm/needle rescue.,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i01,eye,1K,noun,body part that sees,inappropriate,b_collocation,b_collocation,careful,careful,3,She closed her quick right eye.,SVO,'quick eye' for body-part is non-collocate in this frame (typical: tired/sore/bright/left/right),careful item: 'quick eye' metaphor possible but foil rejects across senses.,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i02,father,1K,noun,parent who is a man,appropriate,NA,,careful,careful,1,Her father works on Saturdays.,SV-PP,parent-who-is-a-man forced by possessive + temporal adjunct,borderline: 'melt' can metaphorically apply to people (heart melts) — risk partial foil rescue; flag for reviewer,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i02,father,1K,noun,parent who is a man,appropriate,NA,,careful,careful,2,My father cooks dinner every Sunday.,SVO-temporal,parent-who-is-a-man sense forced by 'my' + 'cooks dinner every Sunday',iteration: kin+habitual-action frame.,verb-object-swap,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i02,father,1K,noun,parent who is a man,appropriate,NA,,careful,careful,3,Her father bought a new car.,SVO,parent sense forced by possessive + 'bought',,SVO-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i02,father,1K,noun,parent who is a man,inappropriate,b_collocation,b_collocation,careful,careful,1,Her father melts on Saturdays.,SV-PP,father (human) + 'melts' is non-collocate; melt is -human_subject typical,borderline: 'melt' can metaphorically apply to people (heart melts) — risk partial foil rescue; flag for reviewer,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i02,father,1K,noun,parent who is a man,inappropriate,b_collocation,b_collocation,careful,careful,2,My father boils dinner every Sunday.,SVO-temporal,'father boils' as main verb is non-collocate for human agent (cooks/makes/prepares standard); target preserved,,verb-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i02,father,1K,noun,parent who is a man,inappropriate,b_collocation,b_collocation,careful,careful,3,Her father rusted a new car.,SVO,'father rusted' is non-collocate; +human subject with 'rusted' (material process) unusual,,verb-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i03,night,1K,noun,part of the day with no sun,appropriate,NA,,routine,eligible,1,She reads books every cold night.,SVO-temporal,part-of-day-with-no-sun forced by temporal reading + modifier 'cold',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i03,night,1K,noun,part of the day with no sun,appropriate,NA,,routine,eligible,2,The night was dark and quiet.,SVC,part-of-day sense forced by 'was dark and quiet',,copula-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i03,night,1K,noun,part of the day with no sun,appropriate,NA,,routine,eligible,3,We walked home on that night.,SV-PP,part-of-day sense forced by 'walked home on that',,PP-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i03,night,1K,noun,part of the day with no sun,inappropriate,b_collocation,b_collocation,routine,eligible,1,She reads books every pink night.,SVO-temporal,night + color modifier 'pink' is non-collocate (dark/cold/long/quiet night standard),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i03,night,1K,noun,part of the day with no sun,inappropriate,b_collocation,b_collocation,routine,eligible,2,The night was sweet and quiet.,SVC,'sweet night' is non-collocate for temporal sense (dark/cold/long/quiet/silent standard),,copula-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t02_i03,night,1K,noun,part of the day with no sun,inappropriate,b_collocation,b_collocation,routine,eligible,3,We walked home on that edible night.,SV-PP,'edible night' non-collocate for part-of-day (long/cold/rainy/quiet/dark night standard),,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i01,uncle,1K,noun,brother of your mother or father,appropriate,NA,,routine,eligible,1,My uncle lives near the park.,SV-PP,mother/father's brother sense forced by possessive + 'lives',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i01,uncle,1K,noun,brother of your mother or father,appropriate,NA,,routine,eligible,2,She visited her uncle last weekend.,SVO-temporal,kin sense forced by possessive + 'visited' + 'last weekend',,visit-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i01,uncle,1K,noun,brother of your mother or father,appropriate,NA,,routine,eligible,3,Her uncle drove to the station.,SV-PP,kin (+human) sense forced by 'drove to the station',,drive-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i01,uncle,1K,noun,brother of your mother or father,inappropriate,a_selectional,a_selectional,routine,eligible,1,My uncle grows near the park.,SV-PP,uncle (+human) with 'grows' (+plant typical) violates animacy/growth selection,,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i01,uncle,1K,noun,brother of your mother or father,inappropriate,a_selectional,a_selectional,routine,eligible,2,She visited her edible uncle last weekend.,SVO-temporal,uncle (+human) is -edible; 'edible' requires +food/+substance modified noun,,edible-violation,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i01,uncle,1K,noun,brother of your mother or father,inappropriate,a_selectional,a_selectional,routine,eligible,3,Her uncle melted in the station.,SV-PP,uncle (+human) is -substance; 'melted' requires +substance/+meltable subject,,substance-violation,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i02,center,1K,noun,middle,appropriate,NA,,careful,careful,1,Please stand in the center here.,SV-PP,middle sense forced by locative 'stand in the',minority-sense polysemy: community/shopping center. Foil selectional works across senses.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i02,center,1K,noun,middle,appropriate,NA,,careful,careful,2,The ball rolled to the center.,SV-PP,middle sense forced by 'ball rolled to the',minority-sense polysemy (community center). Foil works across senses.,locative-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i02,center,1K,noun,middle,appropriate,NA,,careful,careful,3,She drew a dot in the center.,SVO-PP,middle sense forced by 'drew a dot in the',,drawing-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i02,center,1K,noun,middle,inappropriate,a_selectional,a_selectional,careful,careful,1,Please stand in the angry center.,SV-PP,center (-animate geometric) + 'angry' (+sentient) violates animacy of modified N,minority-sense polysemy: community/shopping center. Foil selectional works across senses.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i02,center,1K,noun,middle,inappropriate,a_selectional,a_selectional,careful,careful,2,The ball rolled to the happy center.,SV-PP,center (geometric middle) is -sentient; 'happy' requires +sentient modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i02,center,1K,noun,middle,inappropriate,a_selectional,a_selectional,careful,careful,3,She drew a dot in the hungry center.,SVO-PP,center is -animate; 'hungry' requires +animate head noun,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i03,note,1K,noun,short piece of writing,appropriate,NA,,careful,careful,1,She left a short note here.,SVO,short-piece-of-writing forced by 'left' + size adj 'short',"minority-sense: music note. Foil also fails there, so robust.",draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i03,note,1K,noun,short piece of writing,appropriate,NA,,careful,careful,2,He read the short note quickly.,SVO-adv,short-piece-of-writing sense forced by 'read' + 'short' + 'quickly',minority-sense: music note. Foil fails there too.,read-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i03,note,1K,noun,short piece of writing,appropriate,NA,,careful,careful,3,She wrote a kind note today.,SVO-temporal,writing sense forced by 'wrote' + 'kind' modifier,,write-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i03,note,1K,noun,short piece of writing,inappropriate,a_selectional,a_selectional,careful,careful,1,She left a shouting note here.,SVO,note (-animate) + 'shouting' (+animate participle) violates animacy,"minority-sense: music note. Foil also fails there, so robust.",draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i03,note,1K,noun,short piece of writing,inappropriate,a_selectional,a_selectional,careful,careful,2,He read the angry short note quickly.,SVO-adv,note (-sentient writing) cannot bear 'angry' (animate emotion modifier); 8 words max,,animate-violation-multi-modifier,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t03_i03,note,1K,noun,short piece of writing,inappropriate,a_selectional,a_selectional,careful,careful,3,She wrote a sleeping note today.,SVO-temporal,note (-animate) cannot be 'sleeping'; requires +animate head noun,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i01,brother,1K,noun,family member,appropriate,NA,,routine,eligible,1,Her brother plays tennis after school.,SVO-PP,family-member sense forced by possessive + 'plays tennis',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i01,brother,1K,noun,family member,appropriate,NA,,routine,eligible,2,My brother studies math at university.,SVO-PP,kin sense forced by 'my' + 'studies math at university',,study-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i01,brother,1K,noun,family member,appropriate,NA,,routine,eligible,3,Her brother drives a small truck.,SVO,kin sense forced by possessive + 'drives a small truck',,drive-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i01,brother,1K,noun,family member,inappropriate,b_collocation,b_collocation,routine,eligible,1,Her brother wraps tennis after school.,SVO-PP,'brother' + 'wraps tennis' is non-collocate; normal: brother plays/watches/likes,,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i01,brother,1K,noun,family member,inappropriate,b_collocation,b_collocation,routine,eligible,2,My brother studies math at triangles.,SVO-PP,'at triangles' as location PP for student non-collocate (at university/school/home/college standard),,prep-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i01,brother,1K,noun,family member,inappropriate,b_collocation,b_collocation,routine,eligible,3,Her brother drives a hungry truck.,SVO,'hungry truck' non-collocate; truck modifiers: small/big/new/old/red standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i02,hour,1K,noun,sixty minutes,appropriate,NA,,routine,eligible,1,The meeting lasted one full hour.,SVO,sixty-minutes sense forced by 'lasted' + 'one full',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i02,hour,1K,noun,sixty minutes,appropriate,NA,,routine,eligible,2,They walked for one whole hour.,SV-PP,sixty-minutes sense forced by 'walked for one whole',,duration-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i02,hour,1K,noun,sixty minutes,appropriate,NA,,routine,eligible,3,The train arrived one hour late.,SV-adv,sixty-minutes sense forced by 'train arrived one' + 'late',,adjunct-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i02,hour,1K,noun,sixty minutes,inappropriate,b_collocation,b_collocation,routine,eligible,1,The meeting lasted one pink hour.,SVO,hour + color 'pink' non-collocate (full/whole/short/extra hour standard),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i02,hour,1K,noun,sixty minutes,inappropriate,b_collocation,b_collocation,routine,eligible,2,They walked for one sleepy hour.,SV-PP,'sleepy hour' non-collocate for duration (whole/full/short/entire/extra hour standard),,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i02,hour,1K,noun,sixty minutes,inappropriate,b_collocation,b_collocation,routine,eligible,3,The train arrived one hungry hour late.,SV-adv,'hungry hour' non-collocate for time unit; time units take quantitative/temporal modifiers,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i03,plan,1K,noun,way of doing things,appropriate,NA,,routine,eligible,1,They made a simple plan today.,SVO,way-of-doing-things sense forced by 'made a' + 'simple',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i03,plan,1K,noun,way of doing things,appropriate,NA,,routine,eligible,2,She wrote a clear plan yesterday.,SVO-temporal,way-of-doing-things sense forced by 'wrote' + 'clear',,write-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i03,plan,1K,noun,way of doing things,appropriate,NA,,routine,eligible,3,His plan was too complex today.,SVC,plan-as-strategy sense forced by 'was too complex today',,copula-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i03,plan,1K,noun,way of doing things,inappropriate,b_collocation,b_collocation,routine,eligible,1,They made a wet plan today.,SVO,plan + 'wet' non-collocate (detailed/simple/new/backup plan standard),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i03,plan,1K,noun,way of doing things,inappropriate,b_collocation,b_collocation,routine,eligible,2,She wrote a sweet plan yesterday.,SVO-temporal,'sweet plan' non-collocate for strategy (clear/detailed/simple/new/backup/main plan standard),,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t04_i03,plan,1K,noun,way of doing things,inappropriate,b_collocation,b_collocation,routine,eligible,3,His plan was too loud today.,SVC,'loud plan' via copula non-collocate; plan modifiers: clear/complex/simple/bold standard,,copula-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i01,grass,1K,noun,green leaves that cover the ground,appropriate,NA,,routine,eligible,1,The green grass covered the ground.,SVO,green-leaves sense forced by color adj + 'covered the ground',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i01,grass,1K,noun,green leaves that cover the ground,appropriate,NA,,routine,eligible,2,Sheep ate the fresh green grass.,SVO,plant sense forced by 'sheep ate the fresh green',,eat-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i01,grass,1K,noun,green leaves that cover the ground,appropriate,NA,,routine,eligible,3,Children played on the wet grass.,SV-PP,plant sense forced by 'played on the wet',,PP-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i01,grass,1K,noun,green leaves that cover the ground,inappropriate,a_selectional,a_selectional,routine,eligible,1,The angry grass covered the ground.,SVO,grass (-sentient plant) + 'angry' (+sentient emotion) violates animacy,,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i01,grass,1K,noun,green leaves that cover the ground,inappropriate,a_selectional,a_selectional,routine,eligible,2,Sheep ate the talking green grass.,SVO,grass is -sentient plant; 'talking' requires +animate/+human modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i01,grass,1K,noun,green leaves that cover the ground,inappropriate,a_selectional,a_selectional,routine,eligible,3,Children played on the sleepy grass.,SV-PP,grass is -sentient; 'sleepy' requires +animate head noun,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i02,bath,1K,noun,place to wash,appropriate,NA,,routine,eligible,1,Please take a hot bath now.,SVO,place-to-wash sense forced by 'take a hot',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i02,bath,1K,noun,place to wash,appropriate,NA,,routine,eligible,2,She ran a warm bubble bath.,SVO,place-to-wash sense forced by 'ran' + 'warm bubble',,bath-prep-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i02,bath,1K,noun,place to wash,appropriate,NA,,routine,eligible,3,He enjoyed a long evening bath.,SVO,place-to-wash sense forced by 'enjoyed' + 'long evening',,enjoy-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i02,bath,1K,noun,place to wash,inappropriate,a_selectional,a_selectional,routine,eligible,1,Please take a loud bath now.,SVO,bath (as place/activity) is -audible; 'loud' requires +audible N,,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i02,bath,1K,noun,place to wash,inappropriate,a_selectional,a_selectional,routine,eligible,2,She ran a talking bubble bath.,SVO,bath is -animate; 'talking' requires +animate modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i02,bath,1K,noun,place to wash,inappropriate,a_selectional,a_selectional,routine,eligible,3,He enjoyed a hungry evening bath.,SVO,bath (place/activity) is -sentient; 'hungry' requires +animate head noun,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i03,shoulder,1K,noun,top end of your arm,appropriate,NA,,routine,eligible,1,He hurt his left shoulder yesterday.,SVO,top-end-of-arm body-part sense forced by possessive + 'hurt his',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i03,shoulder,1K,noun,top end of your arm,appropriate,NA,,routine,eligible,2,She touched his warm right shoulder.,SVO,body-part sense forced by 'touched' + 'warm right',,touch-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i03,shoulder,1K,noun,top end of your arm,appropriate,NA,,routine,eligible,3,A bag hung from her shoulder.,SV-PP,body-part sense forced by 'bag hung from',,PP-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i03,shoulder,1K,noun,top end of your arm,inappropriate,a_selectional,a_selectional,routine,eligible,1,He hurt his talking shoulder yesterday.,SVO,shoulder (-animate body part) + 'talking' (+animate participle) violates animacy,,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i03,shoulder,1K,noun,top end of your arm,inappropriate,a_selectional,a_selectional,routine,eligible,2,She touched his edible right shoulder.,SVO,shoulder (-edible body part) conflicts with 'edible' which requires +food,,edible-violation,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t05_i03,shoulder,1K,noun,top end of your arm,inappropriate,a_selectional,a_selectional,routine,eligible,3,A bag hung from her happy shoulder.,SV-PP,shoulder is -sentient body part; 'happy' requires +sentient modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i01,prepare,1K,verb,get ready,appropriate,NA,,routine,eligible,1,Mom prepares breakfast every single morning.,SVO-temporal,get-ready sense forced by obj 'breakfast' + habitual adjunct,,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i01,prepare,1K,verb,get ready,appropriate,NA,,routine,eligible,2,Dad prepared dinner for the family.,SVO-PP,get-ready sense forced by +human subject 'Dad' + obj 'dinner',,object-swap,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i01,prepare,1K,verb,get ready,appropriate,NA,,routine,eligible,3,Students prepared answers for the exam.,SVO-PP,get-ready sense forced by 'students prepared answers for the exam',,student-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i01,prepare,1K,verb,get ready,inappropriate,b_collocation,b_collocation,routine,eligible,1,Mom prepares anger every single morning.,SVO-temporal,'prepare' + direct obj 'anger' is non-collocate (prepare meals/dinner/answers/report standard),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i01,prepare,1K,verb,get ready,inappropriate,b_collocation,b_collocation,routine,eligible,2,Dad prepared silence for the family.,SVO-PP,'prepare silence' non-collocate; prepare meals/food/dinner/speech/report standard,,object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i01,prepare,1K,verb,get ready,inappropriate,b_collocation,b_collocation,routine,eligible,3,Students prepared thunder for the exam.,SVO-PP,'prepare thunder' non-collocate; prepare for exam: answers/notes/questions standard,,object-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i02,laugh,1K,verb,make a happy sound,appropriate,NA,,routine,eligible,1,The children laughed at his joke.,SV-PP,make-happy-sound sense forced by +human subject + 'at his joke',note: subject swap can read as selectional (a). Reviewer should decide a vs b — flagging. CSV labels b per input.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i02,laugh,1K,verb,make a happy sound,appropriate,NA,,routine,eligible,2,The crowd laughed at the comedian.,SV-PP,make-happy-sound sense forced by +human subject 'crowd' + 'at the comedian',subject swap could read as selectional; labeled b per draft.,subject-swap,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i02,laugh,1K,verb,make a happy sound,appropriate,NA,,routine,eligible,3,We laughed during the funny movie.,SV-PP,make-happy-sound sense forced by +human subject 'we' + 'during the funny movie',,during-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i02,laugh,1K,verb,make a happy sound,inappropriate,b_collocation,b_collocation,routine,eligible,1,The buildings laughed at his joke.,SV-PP,laugh with +animate subject required; 'buildings laughed' violates at selectional level but kept as b because target verb+prep frame preserved intact and swap is at subject-arg,note: subject swap can read as selectional (a). Reviewer should decide a vs b — flagging. CSV labels b per input.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i02,laugh,1K,verb,make a happy sound,inappropriate,b_collocation,b_collocation,routine,eligible,2,The bricks laughed at the comedian.,SV-PP,+animate subject required; 'bricks' is -animate (non-collocate as subject of laugh),,subject-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i02,laugh,1K,verb,make a happy sound,inappropriate,b_collocation,b_collocation,routine,eligible,3,We laughed during the funny kitchen.,SV-PP,'during the funny kitchen' is non-collocate PP for laugh (during the show/movie/speech standard),,prep-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i03,forget,1K,verb,not remember,appropriate,NA,,routine,eligible,1,She always forgets her house keys.,SVO,not-remember sense forced by 'always' + obj 'keys',mild risk: 'pink keys' could be naturally pink. Violation is at collocational level of forget+<colored_tangible> combo.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i03,forget,1K,verb,not remember,appropriate,NA,,routine,eligible,2,He forgot his friend's phone number.,SVO,not-remember sense forced by 'his friend's phone number',,possessive-object,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i03,forget,1K,verb,not remember,appropriate,NA,,routine,eligible,3,I forgot to lock the door.,SV-inf,not-remember sense forced by 'to lock the door',,inf-frame,claude-opus-drafting-v1-2026-04-19
uvlt_1k_t06_i03,forget,1K,verb,not remember,inappropriate,b_collocation,b_collocation,routine,eligible,1,She always forgets her pink keys.,SVO,'forget' + modifier 'pink' on the object is odd collocationally; typical: forget names/passwords/keys/birthdays — color on forgotten item unusual,mild risk: 'pink keys' could be naturally pink. Violation is at collocational level of forget+<colored_tangible> combo.,draft-v1,claude-opus-drafting-v1-2026-04-19
